,rn,total_cnt,file_infos,regist_id,regist_nm,regist_dt,regist_date,updt_id,updt_nm,updt_dt,updt_date,data_id,data_nm,dataset_nm,dataset_dc,data_dc,cl_code,cl_full_nm,cl_nm_new,grid_provd_ennc,file_provd_ennc,api_provd_ennc,link_provd_ennc,raw_data_provd_ennc,entity_id,api_id,provd_instt_id,provd_instt_nm,jrsd_instt_code,jrsd_instt_nm,kwrd_one,kwrd_two,kwrd_three,job_charger_psitn,job_charger_nm,job_charger_tlphon_no,dataset_rm,lang,lang_nm,hold_stl_code,hold_stle_nm,updt_cycle_code,updt_cycle_nm,nxttrm_regist_prarnde,threeman_right_incls_ennc,ccl_code,ccl_nm,opn_year,realm_code,rdcnt,data_rm,tot_cnt,map_provd_ennc,chart_provd_ennc
652,653,1054,,,,2017.11.28,,,,,,20171128000000000923,2015년 공영도매시장 주요품목별 거래실적,농산물 도매시장 현황,,공영도매시장 주요품목별 거래실적,1303,유통 > 유통관리,,Y,Y,Y,,Y,TI_MAFRA_S_WHMKT_TRFCLSF_DTG,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,388,,0,,
653,654,1054,,,,2017.11.28,,,,,,20171128000000000924,2015년 도매시장 수입농수산물 거래동향,농산물 도매시장 현황,,도매시장 수입농수산물 거래동향,1303,유통 > 유통관리,,Y,Y,Y,,Y,TI_MAFRA_S_WHMKT_IFPRD_DETREND,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,508,,0,,
654,655,1054,,,,2017.12.11,,,,,,20171211000000000929,2015년 공영도매시장 연도별 거래실적,농산물 도매시장 현황,,2015년도 농식품 도매시장 통계연보에 수록된 공영도매시장 연도별 거래실적 데이터를 제공,1303,유통 > 유통관리,,Y,Y,Y,,Y,TI_MAFRA_S_PBL_WHMKT_YEAR_ACHV,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,1200,,0,,
655,656,1054,,,,2018.01.08,,,,,,20180108000000000930,해외한식당협의체 현황,해외한식당협의체 현황,,해외의 한식당협의체에 대한 현황,2103,식품산업 > 외식산업,,Y,Y,Y,,,TI_MAFRA_OVSEA_KORSTRT_CNSLTV,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,578,,0,,
656,657,1054,,,,2018.01.08,,,,,,20180108000000000931,일반음식점 기준 서비스 유형별 수익성 및 생산성 분석,일반음식점 매출 정보,,일반음식점 기준 서비스 유형별 수익성 및 생산성 분석정보,2103,식품산업 > 외식산업,,Y,Y,Y,N,,TI_MAFRA_RSTRT_PRFTBL_PRDCTV,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,951,,0,,
657,658,1054,,,,2018.01.08,,,,,,20180108000000000932,음식점 업종별 매출액 분포,일반음식점 매출 정보,,음식점 업종별 매출액 분포,2103,식품산업 > 외식산업,,Y,Y,Y,,,TI_MAFRA_RSTRT_INDUTY_SELNG,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,4851,,0,,
658,659,1054,,,,2018.10.18,,,,,,20181018000000000948,국가품종목록 신청 및 등재 현황(2018.08.기준),국가품종목록 등재 정보 ,,"국가품종(벼, 보리, 콩, 옥수수, 감자)의 작물별 목록신청 및 등록 현황
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,169,,0,,
659,660,1054,,,,2018.10.18,,,,,,20181018000000000952,소관작물 현황,식물 작물별 출원심사기관 현황,,"담당기관별(국립종자원, 국립산림관리센터) 소관작물 목록을 제공
",1906,농축산기술 > 종자,,,Y,,Y,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,16,,0,,
660,661,1054,,,,2017.09.15,,,,,,20170915000000000830,매입비축 도별 임대현황(2012~2016),농지은행 임대농지의 통계자료,,"최근 5년간 매입비축 지역별 인원, 필지수, 면적, 금액의 통계자료 제공",1401,농지용수 > 농지,,,Y,,,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,342,,0,,
661,662,1054,,,,2017.09.15,,,,,,20170915000000000831,호주 식품첨가물 및 유해물질(2017),수출국가별 식품첨가물 및 유해물질정보,,호주의 가공식품 품목별 식품첨가물 및 유해물질의 함량정보,2104,식품산업 > 수출입,,,Y,,,,,,201410120008,한국농수산식품유통공사,,,,,,,,,,,,,,,,,,,,,open,319,,0,,
662,663,1054,,,,2017.09.15,,,,,,20170915000000000832,태국 식품첨가물 및 유해물질(2017),수출국가별 식품첨가물 및 유해물질정보,,태국의 가공식품 품목별 식품첨가물 및 유해물질의 함량정보,2104,식품산업 > 수출입,,,Y,,,,,,201410120008,한국농수산식품유통공사,,,,,,,,,,,,,,,,,,,,,open,304,,0,,
663,664,1054,,,,2017.09.15,,,,,,20170915000000000833,중국 식품첨가물 및 유해물질(2017),수출국가별 식품첨가물 및 유해물질정보,,중국의 가공식품 품목별 식품첨가물 및 유해물질의 함량정보,2104,식품산업 > 수출입,,,Y,,,,,,201410120008,한국농수산식품유통공사,,,,,,,,,,,,,,,,,,,,,open,322,,0,,
664,665,1054,,,,2017.09.15,,,,,,20170915000000000835,인도네시아 식품첨가물 및 유해물질(2017),수출국가별 식품첨가물 및 유해물질정보,,인도네시아의 가공식품 품목별 식품첨가물 및 유해물질의 함량정보,2104,식품산업 > 수출입,,,Y,,,,,,201410120008,한국농수산식품유통공사,,,,,,,,,,,,,,,,,,,,,open,171,,0,,
665,666,1054,,,,2017.09.15,,,,,,20170915000000000836,베트남 식품첨가물 및 유해물질(2017),수출국가별 식품첨가물 및 유해물질정보,,베트남의 가공식품 품목별 식품첨가물 및 유해물질의 함량정보,2104,식품산업 > 수출입,,,Y,,,,,,201410120008,한국농수산식품유통공사,,,,,,,,,,,,,,,,,,,,,open,470,,0,,
666,667,1054,,,,2017.09.15,,,,,,20170915000000000840,대만 식품첨가물 및 유해물질(2017),수출국가별 식품첨가물 및 유해물질정보,,대만의 가공식품 품목별 식품첨가물 및 유해물질의 함량정보,2104,식품산업 > 수출입,,,Y,,,,,,201410120008,한국농수산식품유통공사,,,,,,,,,,,,,,,,,,,,,open,178,,0,,
667,668,1054,,,,2017.09.15,,,,,,20170915000000000843,국립농산물품질관리원 하추곡검사계획량,하추곡매입검사관리정보,,"국립농산물품질관리원에서 관리하는 하추곡검사계획량(년도, 품목명,행정구역, 업무구분, 수량단위, 수량)",2203,식품안전 > 검사,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,99,,0,,
668,669,1054,,,,2017.10.09,,,,,,20171009000000000859,수출마내역,수출마내역,,"마명, 마번, 출생일, 부마, 모마, 수출일, 수출국 등 수출마내역",1800,말산업,,,Y,Y,Y,,,,201410120012,한국마사회,,,,,,,,,,,,,,,,,,,,,open,42,,0,,
669,670,1054,,,,2017.10.09,,,,,,20171009000000000863,씨수말내역,씨수말내역,,"마명,부마,모마,소유자,소재지 등 씨수말내역",1800,말산업,,,Y,Y,Y,,,,201410120012,한국마사회,,,,,,,,,,,,,,,,,,,,,open,338,,0,,
670,671,1054,,,,2017.10.17,,,,,,20171017000000000868,산림용 종묘가격 용기묘,산림사업용 묘목 가격,,2016년에 생산된 용기묘의 가격 정보입니다.,1201,산림 > 산림자원,,,Y,,,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,149,,0,,
671,672,1054,,,,2017.10.17,,,,,,20171017000000000870,산림용 종묘가격 종자,산림사업용 묘목 가격,,2016년에 생산된 종자의 가격 정보입니다.,1201,산림 > 산림자원,,,Y,,,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,244,,0,,
672,673,1054,,,,2017.10.18,,,,,,20171018000000000888,국립농산물품질관리원 식재료 우수관리 지정업체 현황,국립농산물품질관리원 식재료 우수관리업체 지정 정보,,"국립농산물품질관리원에서 관리하는 식재료 우수관리 지정업체 현황 정보(지정번호, 업체명, 대표자, 연락처, 주소, 취급품목)",2201,식품안전 > 위생,,Y,Y,Y,,,TI_NAQS_PLTCHRGE_EXCLNC_ENTRPS,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,463,,0,,
673,674,1054,,,,2017.10.20,,,,,,20171020000000000889,식물병해충 예찰정보,식물병해충 발생정보,,"왜래병해충에 대한 예찰정보(예찰 병해충 학명, 영명, 형태, 예찰방법 등)",1905,농축산기술 > 병해충,,,Y,,Y,,,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,397,,0,,
674,675,1054,,,,2017.10.20,,,,,,20171020000000000891,국립농산물품질관리원 스타팜지정 현황,국립농산물품질관리원 스타팜 정보,,"국립농산물품질관리원에서 관리하는 스타팜지정 업체현황 정보(농장(업체)명, 대표자, 소재지, 연락처)",2301,품질관리 > 인증,,,Y,N,,N,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,391,,0,,
675,676,1054,,,,2017.10.24,,,,,,20171024000000000897,계란등급판정결과조회 서비스,축산물품질평가원 축산물등급판정정보,,"① 계란난각번호, 등급판정일을 통해 계란 등급, 생산자, 집하장, 브랜드정보를 조회하는 ②계란등급판정결과조회 조회 기능 등을 제공하는 ③축산물품질평가원 축산물등급판정정보 서비스 (등급판정후 현재일기준 60일 이내만 조회됩니다.)",2302,품질관리 > 등급,,,,Y,,,,,201410120009,축산물품질평가원,,,,,,,,,,,,,,,,,,,,,open,755,,0,,
676,677,1054,,,,2017.10.24,,,,,,20171024000000000898,축산물검수정보서비스,축산물품질평가원 축산물유통정보,,"확인서발급일자, 확인서발급번호를 통해 검수(소비)일자, 납품업체사업자번호, 납품업체명, 확인서발급일자, 확인서발급번호, 가축코드, 가축명 및 부위코드, 부위명, 부위중량 등을 제공",1301,유통 > 유통가격,,,Y,Y,,,,,201410120009,축산물품질평가원,,,,,,,,,,,,,,,,,,,,,open,388,,0,,
677,678,1054,,,,2018.10.18,,,,,,20181018000000000944,국립종자원_2018년산 정부보급종 품종별 생산대행 현황,작물별 정부보급종 생산대행 현황,,"정부보급종 생산대행 현황에 대한 작물, 품종, 시군 생산지역, 읍면 생산지역, 리별 생산지역, 단지 수, 필지 수, 농가 수, 생산계획량 현황에 관한 자료",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,61,,0,,
678,679,1054,,,,2018.10.18,,,,,,20181018000000000946,연도별 종자 수출입 물량 및 국내외 채소종자 생산량 현황,종자 무역통계,,"2017년 12월 31일 기준으로 작성된 종자 수출입 물량현황에 대해 요약한 한글문서이다. 자세한 통계는 기 등록된 3개년 종자수출입파일(csv)을 참고하면 된다.
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,70,,0,,
679,680,1054,,,,2018.10.18,,,,,,20181018000000000949,국립종자원_작물코드_20180514,국립종자원 작물 및 품종 코드,,"국립종자원 품종보호시스템에서 사용하는 작물 코드정보(작물코드, 작물한글명, UPOV코드 등)",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,128,,0,,
680,681,1054,,,,2018.10.18,,,,,,20181018000000000953,국립종자원_정부보급종 생산공급현황_2018.07.04.,정부보급종 생산공급현황,,"정부보급종(벼, 보리, 콩 등) 식량작물의 년도별 지역별 품종별 공급현황(누적제공)
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,169,,0,,
681,682,1054,,,,2018.10.18,,,,,,20181018000000000957,국립종자원_종자관리사 등록 현황_20171231,종자관리사 현황,,"국립종자원에 등록된 종자관리사(종자의 보증을 수행하는 자)의 현황(등록번호, 관리품목(버섯or일반), 종자관리사의 성, 주소일부)
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,33,,0,,
682,683,1054,,,,2018.10.18,,,,,,20181018000000000958,국립종자원_종자보증 실적_2017년도,종자보증 현황,,"종자 보증검사에는 포장검사와 종자검사 있는데 포장검사 후 종자검사를 거쳐서 최종통과가 되면 그 종자는 국립종자원이 보증하는 종자가 된다.
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,19,,0,,
683,684,1054,,,,2017.09.15,,,,,,20170915000000000827,농지연금 가입분석 및 평균 월지급금 현황(2012~2016),농지연금 통계자료,,"소유한 농지를 담보로 매월 연금 방식으로 고령농업인에게 지급되는 농지연금의 최근 5년간 도별, 가입방식별, 기간형구분별 가입건수 및 평균 월지급금 통계자료 제공",1401,농지용수 > 농지,,,Y,,,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,88,,0,,
684,685,1054,,,,2017.09.15,,,,,,20170915000000000829,경영회생 도별 임대현황(2012~2016),농지은행 임대농지의 통계자료,,"최근 5년간 경영회생 지역별 인원, 면적, 금액의 통계자료 제공",1401,농지용수 > 농지,,,Y,,,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,164,,0,,
685,686,1054,,,,2017.09.25,,,,,,20170925000000000851,백두대간 등산로 정보 조회,등산로 정보,,백두대간 등산로 정보 조회,1202,산림 > 휴양문화,,,,Y,Y,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,447,,0,,
686,687,1054,,,,2017.09.25,,,,,,20170925000000000852,경제림육성단지구역도 서비스,경제림육성단지구역도(산림공간정보 1:25000),,경제림육성단지 국유림 또는 사유림 단지명을 입력받아 해당 자료의 정보(기본정보)를 제공하는 기능,1201,산림 > 산림자원,,,N,Y,Y,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,234,,0,,
687,688,1054,,,,2017.09.25,,,,,,20170925000000000853,균류자원 서비스,균류자원 서비스,,"균류자원의 항목별 정보 및 상세정보를 조회할수 있는 서비스로서 균류도감, 지의류표본, 균류 모양과 색으로 찾기 서비스 정보등을 조회할수있다.",1902,농축산기술 > 생명자원,,,,Y,Y,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,236,,0,,
688,689,1054,,,,2017.09.29,,,,,,20170929000000000857,육성마내역,육성마내역,,"부,모마명,소유자,생산자,소재지 등 육성마내역",1800,말산업,,,Y,Y,Y,,,,201410120012,한국마사회,,,,,,,,,,,,,,,,,,,,,open,286,,0,,
689,690,1054,,,,2017.09.29,,,,,,20170929000000000858,수입마내역,수입마내역,,"수입일, 마명, 원마명, 생산국, 부마, 모마, 수입용도 등 수입마내역",1800,말산업,,,Y,Y,Y,,,,201410120012,한국마사회,,,,,,,,,,,,,,,,,,,,,open,319,,0,,
690,691,1054,,,,2017.11.22,,,,,,20171122000000000916,텃밭 분양 상세정보,전국 텃밭 분양정보,,"지자체, 개인, 민간단체가 분양중인 텃밭에 대한 유형, 운영주체, 위치, 연락처, 분양가격, 부대시설, 신청방법 정보",1704,농촌복지 > 도시농업,,Y,N,Y,,N,VIEW_AU_FARMSELLS,,201410120010,농림수산식품교육문화정보원,,,,,,,,,,,,,,,,,,,,,open,2041,,0,,
691,692,1054,,,,2017.11.29,,,,,,20171129000000000926,2013년 외식업트렌드 조사결과,외식업 트렌드 조사,,2013년 국내외 외식업 트렌드 조사 및 외식업 마케팅 전략,2103,식품산업 > 외식산업,,,N,,Y,,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,667,,0,,
692,693,1054,,,,2018.10.05,,,,,,20181005000000000936,농림축산검역본부 e-book 자료,농림축산검역본부 전자도서 정보,,농림축산검역본부의 발간자료에 대한 e-book 전체 목록을 보실 수 있습니다,1901,농축산기술 > 가축질병,,N,N,Y,,,,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,738,,0,,
693,694,1054,,,,2018.10.16,,,,,,20181016000000000939,한국농수산대학 교육정보,한국농수산대학 교육정보,,우리대학은 대한민국 농수산업의 특성화 대학으로서 교양과목 및 작목별 전문기술과 농수산업 경영에 필요한 전문지식 까지의 교육과정을 목록과 정보를 공개하여 국민의 알 권리 충족에 기여하고 자 함 ,1600,교육,,N,Y,,,,,,201410120005,한국농수산대학,,,,,,,,,,,,,,,,,,,,,open,99,,0,,
694,695,1054,,,,2018.10.18,,,,,,20181018000000000961,"국립종자원_채소종자의 국내, 해외 생산량 현황_20171231","채소종자의 국내, 해외 생산량 현황",,"한국 주요 채소종자의 국내, 해외 종자생산 비율을 살펴 볼 수 있음
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,118,,0,,
695,696,1054,,,,2018.10.18,,,,,,20181018000000000962,품종명칭 등록 내역(2018.08.기준),국립종자원_품종명칭등록정보,,"명칭을 출원하여 등록된 품종명 공개.
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,49,,0,,
696,697,1054,,,,2018.10.18,,,,,,20181018000000000964,해외 육성품종 보호등록 현황(2018.08.기준),국립종자원_해외의 품종보호등록 작물 현황,,"외국(해외)육성 품종의 작물별 보호등록 현황
",1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,70,,0,,
697,698,1054,,,,2018.10.18,,,,,,20181018000000000965,책임운영기관 지정 현황(2018년 기준),행정기관의 책임운영기관 지정 현황,,"행정안전부에서 지정하여 운영하는 책임운영기관 현황(연도 및 부처별 지정현황, 기관별 기관장 등급, 기관별 정원)
",2401,농업정책 > 국내정책,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,98,,0,,
698,699,1054,,,,2018.10.18,,,,,,20181018000000000966,한국농수산대학 도서관 자료 소장정보(2017. 11. 24 현재),한국농수산대학 도서관 자료 소장정보,,"한국농수산대학은 대한민국 농수산업의 특성화 대학으로서 농림축산식품부 소속 직속기관이며 국내외의 다양한 농수축산업 자료를 보유하고 있는 바 이에 대한 전문도서 목록과 정보를 공개하여 국민의 알 권리 충족에 기여하고자 함
",1600,교육,,,Y,,,,,,201410120005,한국농수산대학,,,,,,,,,,,,,,,,,,,,,open,104,,0,,
699,700,1054,,,,2018.10.19,,,,,,20181019000000000967,농림축산검역본부_격리재배검역 처분 현황,농림축산검역본부_격리재배검역 처분 현황,,"농림축산검역본부_격리재배검역 처분 현황(식물명,격리재배,합격,폐기)
",1702,농촌복지 > 농촌개발,,,Y,,,,,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,85,,0,,
700,701,1054,,,,2018.10.19,,,,,,20181019000000000968,동축산물 검역실적,동축산물 검역실적,,"수출·입 동물 및 축산물 검역실적, 불합격 정보를 제공하는 서비스
",2001,검역 > 검사검수,,,Y,,,,,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,126,,0,,
701,702,1054,,,,2018.10.19,,,,,,20181019000000000969,식물검역정보,식물검역정보,,수출입식물검역정보,2001,검역 > 검사검수,,,,N,Y,,,,201410120004,농림축산검역본부,,,,,,,,,,,,,,,,,,,,,open,75,,0,,
702,703,1054,,,,2018.10.19,,,,,,20181019000000000971,국립농산물품질관리원 농산물우수관리(GAP) 인증기관 정보,GAP인증정보,,"국립농산물품질관리원에서 관리하는 농산물우수관리(GAP) 인증기관 정보(지정번호, 인증기관명, 대표자, 소재지, 전화번호, 인증업무범위, 지정일자
",2301,품질관리 > 인증,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,186,,0,,
703,704,1054,,,,2018.10.19,,,,,,20181019000000000972,국립농산물품질관리원 농산물우수관리(GAP) 인증정보,GAP인증정보,,"국립농산물품질관리원에서 관리하는 농산물우수관리(GAP) 인증정보(인증번호, 인증기관, 개인/단체, 생산자단체, 유효기간 시작일, 유효기간 종료일, 품목, 주소, 등록 농가수, 등록 필지수, 재배면적, 생산계획량, 지정일자)
",2301,품질관리 > 인증,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,143,,0,,
704,705,1054,,,,2018.10.19,,,,,,20181019000000000975,LMO 수입승인현황,LMO 안전관리정보,,"국립농산물품질관리원 LMO사료용 수입현황(년도, 수입수량, 수입금액, 품목)
",1702,농촌복지 > 농촌개발,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,84,,0,,
705,706,1054,,,,2017.09.15,,,,,,20170915000000000828,임대수탁·계약 현황(2012~2016),농지은행 임대농지의 통계자료,,"최근 5년간 임대수탁 사업별, 지역별 계약건수, 면적의 통계자료 제공",1401,농지용수 > 농지,,,Y,,,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,159,,0,,
706,707,1054,,,,2017.09.28,,,,,,20170928000000000854,농식품공무원교육원 소장 도서목록,농식품공무원교육원 소장 도서목록,,"농식품공무원교육원에서 소장하고 있는 도서 목록(도서명, 저자명, 출판사, 출판년도)",1600,교육,,Y,Y,Y,N,,TI_ATI_HDCH_BOOKS_LIST,,201410120006,농식품공무원교육원,,,,,,,,,,,,,,,,,,,,,open,324,,0,,
707,708,1054,,,,2017.09.28,,,,,,20170928000000000855,농식품공무원교육원 농정지식(농업경영체 등록제도 이해하기),농식품공무원교육원 농정지식 정보,,농식품공무원교육원에서 농업관련 지식을 짧은 시간에 이해할 수 있도록 제작한 영상물입니다. 압축파일을 풀어 사용하시기 바랍니다.,1600,교육,,,Y,,Y,,,,201410120006,농식품공무원교육원,,,,,,,,,,,,,,,,,,,,,open,350,,0,,
708,709,1054,,,,2017.10.17,,,,,,20171017000000000864,우리나라 주요 산 등산로 산행 정보,등산로(산림문화·휴양정보),,우리나라 주요 산 2900여개의 등산로에 대한 지도서비스,1201,산림 > 산림자원,,,,,Y,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,195,,0,,
709,710,1054,,,,2017.10.23,,,,,,20171023000000000894,쇠고기이력정보서비스,축산물품질평가원 축산물이력정보,,"① 개체식별번호를 통해 개체식별번호, 출생연월일, 소의종류코드, 소의종류, 성별코드, 성별, 백신접종 정보 등를 조회하는 ②소 및 쇠고기 개체정보 조회 기능 / 
①개체식별번호를 통해 개체식별번호, 소유주, 신고구분, 년월일, 사육지 등를 조회하는 ②소 이동정보 조회 기능",2202,식품안전 > 이력추적,,,,Y,,,,,201410120009,축산물품질평가원,,,,,,,,,,,,,,,,,,,,,open,447,,0,,
710,711,1054,,,,2017.11.29,,,,,,20171129000000000927,유기농업자재 현황,유기농업자재 현황,,"유기농업자재 공시 및 품질인증 현황, 생산 및 판매량, 품질검사 현황 등",1907,농축산기술 > 농자재,,,Y,,,Y,,,201410120001,농림축산식품부,,,,,,,,,,,,,,,,,,,,,open,971,,0,,
711,712,1054,,,,2018.10.17,,,,,,20181017000000000941,품종보호권 출원정보,"식물 신품종 보호 출원, 등록 정보",,"품종보호 출원된 자료를 출원번호, 출원일, 작물구분, 작물명, 품종명, 출원인,출원공개번호 제공
",1906,농축산기술 > 종자,,N,Y,N,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,99,,0,,
712,713,1054,,,,2018.10.18,,,,,,20181018000000000945,국립종자원_3개년 종자 수출입 동향_20171231,종자 무역통계,,최근 3개년 동안 작물별 종자 수출입 물량 및 수출입액 현황 제공,1906,농축산기술 > 종자,,,Y,,,,,,201410120003,국립종자원,,,,,,,,,,,,,,,,,,,,,open,54,,0,,
713,714,1054,,,,2018.10.19,,,,,,20181019000000000976,국립농산물품질관리원 가공용쌀 단속현황(2018년5월31일누계),국립농산물품질관리원 농산물 단속 현황,,"국립농산물품질관리원에서 관리하는 가공용쌀 단속현황 정보(단속년월, 시도명, 조사건수, 위번업 건수, 지정용도외 양곡사용 처분건, 관리대장미비치, 표시위반 건수, 기반위반건수)
",1303,유통 > 유통관리,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,92,,0,,
714,715,1054,,,,2018.10.19,,,,,,20181019000000000977,국립농산물품질관리원 친환경인증 농축산물 인증품목,국립농산물품질관리원 친환경인증정보,,"국립농산물품질관리원에서 관리하는 친환경인증 농축산물에 대한 인증품목 정보(인증번호, 인증종류명, 인증농가, 인증품목명, 재배면적, 생산계획량, 인증기간, 원재료구분)
",2203,식품안전 > 검사,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,125,,0,,
715,716,1054,,,,2018.10.19,,,,,,20181019000000000978,국립농산물품질관리원 농산물검정현황(2018년5월31일기준),농산물검정정보,,"국립농산물품질관리원에서 관리하는 농산물 검정 정보(신청일자, 품목, 종류, 생산지, 검정항목, 검정기관)
",2301,품질관리 > 인증,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,108,,0,,
716,717,1054,,,,2018.10.19,,,,,,20181019000000000980,농산물 안전성 검사기관 지정 현황,농식품 안전성 정보,,"국립농산물품질관리원에서 관리하는 안전성 검사기관 지정현황(지정번호, 지정일자, 기관명, 검사기관 소재지, 업무범위, 유해물질항목, 전화번호)
",2203,식품안전 > 검사,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,119,,0,,
717,718,1054,,,,2018.10.19,,,,,,20181019000000000981,국립농산물품질관리원 수입농산물 검사결과(2018년06월04일기준),수입농산물검사정보,,"국립농산물품질관리원에서 관리하는 수입농산물 검사결과 정보(신청번호,품목,원산지,관할사무소,통보일자,검사수량,규격합치수량,규격미달수량)
",2203,식품안전 > 검사,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,53,,0,,
718,719,1054,,,,2018.10.19,,,,,,20181019000000000982,국립농산물품질관리원 술품질인증 업체정보(2018년5월31일기준),술품질인증정보,,"국립농산물품질관리원에서 관리하는 술품질 인증을 받은 업체에 대한 정보(인증번호, 인증기관, 인증업체, 대표자, 품목명, 인증일자, 인증시작일자, 인증종료일자)
",2301,품질관리 > 인증,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,82,,0,,
719,720,1054,,,,2018.10.19,,,,,,20181019000000000983,국립농산물품질관리원 우수식품 인증정보(2017년11월01일기준),우수식품인증정보,,"국립농산물품질관리원에서 관리하는 우수식품 인증정보(인증구분, 인증번호, 인증기관명, 인증일자, 인증시작일, 인증종료일, 인증업체, 대표자, 제품명)
",2301,품질관리 > 인증,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,119,,0,,
720,721,1054,,,,2018.10.19,,,,,,20181019000000000984,정곡 검사실적,정곡검사정보,,"국립농산물품질관리원에서 관리하는 정곡(쌀) 검사실적 정보(신청년도,시도,연산,용도,원산지,검사수량)
",2203,식품안전 > 검사,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,69,,0,,
721,722,1054,,,,2018.10.19,,,,,,20181019000000000985,국립농산물품질관리원 지리적표시 등록정보(2018년6월4일 기준),지리적표시관리정보,,"국립농산물품질관리원에서 관리하는 지리적표시 등록 정보(등록번호, 등록명칭, 등록일자, 대상지역, 생산계획량, 업체명)
",2301,품질관리 > 인증,,,Y,,,,,,201410120002,국립농산물품질관리원,,,,,,,,,,,,,,,,,,,,,open,116,,0,,
722,723,1054,,,,2017.10.17,,,,,,20171017000000000865,숲길 정보 (수시),숲길(산림문화·휴양정보),,숲길에 대한 지도서비스이며 공간정보 활용 프로그램(ArcGIS 등)에서 열람 가능합니다.,1201,산림 > 산림자원,,,,,Y,,,,201410120014,산림청,,,,,,,,,,,,,,,,,,,,,open,206,,0,,
